index,category_gold,document
8428,sci.space,ariane v mission data arianespace flight flight v was originally intended to carry the hughes hs series galaxy iv satellite but the payload was withdrawn just prior to flight the th ariane launch is now scheduled to place the astra c and arsene satellites into an improved geostationary transfer orbit gto with inclination reduced to degrees and apogee altitude increased by km this will be the th launch of an ariane and the first in the l configuration with liquid strap on boosters pal it will be launched from the newly refurbished ariane launch complex ela in kourou french guiana the launch vehicle performance requirement for this mission is kg of which kg represents the satellite mass the total vehicle mass at liftoff is kg required orbit characteristics perigee altitude km apogee altitude km at injection inclination degrees the ariane l lift off for flight is scheduled on thursday april as soon as possible within the following launch window kourou time gmt washington dc launch vehicle ariane l this is a three stage liquid fueled launcher with two liquid fueled strap on boosters the first stage l is built by aerospatiale and is powered by liquid fueled viking v engines the second stage l is built by mbb erno and is powered by a single viking iv engine both the viking iv and v engines are manufactured by sep the first and second stages use a biliquid uh n o fuel the third stage h is built by aerospatiale and is powered by a cryogenic h o fueled hm b engine built by sep the two strap on boosters pal are each powered by a viking vi engine also built by sep which use the same biliquid fuel as the first and second stages the fully assembled launch vehicle stands meters high on the pad it uses the type ariane short payload fairing flight profile liquid strap on booster jettison first stage separation second stage ignition fairing jettison second stage separation third stage ignition third stage shutdown orbit injection astra c separation cyclade adapter separation arsene separation end of ariane mission payloads astra c is the third spacecraft in the fleet of societe europeenne des satellites to broadcast direct tv to homes all over europe built by hughes it will be the second hs launched by ariane total mass at lift off kg mass at geo insertion kg dry mass kg on board power w end of life nominal lifetime years span of solar panels m on orbit position degrees east over africa transmission capacity channels in ku band via transponders in flight operations solar array deployment about days after lift off first of apogee motor firings about hours after lift off at th apogee arsene is the first spacecraft built by the european space industry for the benefit of the world amateur radio community total mass at lift off kg mass at geo insertion kg dry mass kg on board power w end of life nominal lifetime years spacecraft dimensions m x m orbital parameters km inclination period transmission capacity s band transponder at ghz vhf uhf mhz launch coverage all ariane missions are broadcast live via satellite from kourou coverage begins at minutes before launch and continues until all payloads have been deployed this mission will likely be carried in the us on galaxy however it could be galaxy or another satellite what is the european satellite normally used for ariane coverage dean adams
3048,comp.windows.x,re how to put rpc in hp x motif environment in article c r j gu news cis umn edu ianhogg milli cs umn edu ian j hogg writes in article apr sol ctr columbia edu nchan nova ctr columbia edu nui chan writes has anybody implements an rpc server in the hp xwindows in sun xview there is a notify enable rpc svc call that automatically executes the rpc processes when it detects an incoming request i wonder if there is a similar function in hp x motif that perform the same function i ve been using the xrpc package for about a year now i believe i got it from export glad to hear that it s working for you i couldn t find it on export however simon leinen simon liasun epfl ch has added an imakefile and an athena version and made it available for ftp in the file liasun epfl ch pub x contrib xrpc tar z note the z suffix you ll need gnu gzip also on liasun in pub gnu to uncompress it if this doesn t work send me a note and i d be happy to mail you a copy but you probably won t get it until the start of may i m on holidays as of tomorrow martin janzen janzen mprgate mpr ca mpr teltech ltd nelson way burnaby bc canada v a b p s are there any dublin x folks that want to go for a pint of guinness at say mulligan s
7665,sci.med,xanax please provide info i am currently doing a group research project on the drug xanax i would be exponentially gracious to receive any and all information you could provide me regarding its usage history mechanism of reaction side effects and other pertinent information i don t care how long or how short your response is thanks in advance brent e shelley
299,alt.atheism,re morality was re political atheists in article ql inn a gap caltech edu keith cco caltech edu keith allan schneider writes livesey solntze wpd sgi com jon livesey writes i don t expect the lion to know or not know anything of the kind in fact i don t have any evidence that lions ever consider such issues and that of course is why i don t think you can assign moral significance to the instinctive behaviour of lions what i ve been saying is that moral behavior is likely the null behavior that is it doesn t take much work to be moral but it certainly does to be immoral in some cases that s the craziest thing i ever heard are you serious it doesn t take much work to be moral also i ve said that morality is a remnant of evolution really and that s why people discuss morality on a daily basis because it s a kind of evolutionary hangover like your little toe our moral system is based on concepts well practiced in the animal kingdom this must be some novel use of the phrase based on with which i am not sufficiently familiar what do you mean by based on and what is the significance of it for your argument so you are basically saying that you think a moral is an undefinable term and that moral systems don t exist if we can t agree on a definition of these terms then how can we hope to discuss them no it s perfectly clear that i am saying that i know what a moral is in my system but that i can t speak for other people but this doesn t get us anywhere your particular beliefs are irrelevant unless you can share them or discuss them well we can what would you like to know about my particular moral beliefs if you raise a topic i ve never considered i ll be quite happy to invent a moral belief out of thin air jon
5175,rec.sport.baseball,re eck vs rickey was re rickey s whining again in article blue cis pitt edu genetic pitt edu david m tate writes i ve read all of the followups to this but i thought i d go back to the original article to make specific comments about the method jao megatest com john oswalt said he has obtained the play by play records in computer readable form for every major league baseball game for the past several years he devised an algorithm which i call sum over situations and wrote a computer program to calculate every major league players contribution using it it works like this look at every situation in every game in a baseball season a situation is determined by inning score where the baserunners are and how many outs there are for each situation count how many times the team eventually won the game that the situation occured in and divide by the number of times the situation came up to come up with a value for that situation this was first done by george lindsey in the late s early s and reported in article an investigation of strategies in baseball author george r lindsey journal operations research issue volume july august pp later pete palmer did the same thing using simulated seasons to generate a larger set of data to avoid the kind of small sample anomalies that other people have worried about he reported this in the hidden game of baseball with john thorn gary skoog modified the method a bit and did some work on what he called a value added measure based on these situational values his were based directly on marginal runs though not on win probabilities these results as applied to the season were reported in one of the bill james baseball abstract books help me out here somebody for example a situation might be inning score runner on second and no outs there were regular season major league games last year with the rockies and marlins there will be more this year say this situation came up in of those and the team ahead won of them then the value of this situation is description of method look at change in win probability based on the at bat plus any baserunning and credit debit the player by that amount each time he gets a plate appearance now for each player sum up all his at bat and base running values for the season to obtain an overall value for that player obviously the sum of all players values for each game and for the season as a whole will be that s only because you always credit x to the batter and x to the pitcher there s no validation involved ok there s a very big problem here that nobody has yet commented on you re adding probabilities and probabilities don t add runs you can add the total team runs breaks down into how many runs joe contributed plus how many runs fred contributed etc but probabilities don t work that way if bob increases his team s chance of winning by in each of pas that does not mean that bob increased his team s chance of winning by in fact it doesn t mean anything because the units are screwy i agree and disagree john is saying that the batters efforts will result in more wins then losses while you are probably correct that does not mean more wins then losses it means something i would rather have a player who increased my teams chances of winning by in each of pas then i would a player who increased my chances of winning by in each of pas thus there appears to me to be an obvious positive association between john s statistic and winning games thus before you disregard this stat it appears to me that further study must go into what sort of relationship there is consider an example bob hits a out solo hr in the bottom of the first about on your scale he does the same thing again in the fourth with the score tied for another and again in the seventh with the score tied for another and finally in the ninth to win the game by a score of for a value of bob hit solo hr in plate appearances and was credited by your method with but what does that mean was bob responsible for the win certainly not the defense is always responsible if you include pitching in that and bob wasn t pitching in fact bob was only of the offense which is a lot but not even close to furthermore what about the other team runs say they all came on solo hr by fred then fred was hitting hr to tie up the game which are just as valuable as hr to take the lead see lindsey and fred will himself have accrued a good rating or so so fred and bob combined have amassed of a win in one game there s clearly a problem here the only problem here is an insistance that these number mean exactly how many wins the team has first we are using averages over many seasons and applying them to one game second remember some players performance take away from the chance of you winning that is a player who gets an out gets a negative probability in most cases thus i m not sure in any given game when you add up all the numbers for a team who won that they will add up to in that game sometimes they will add up to more then one sometime less than one also the pitchers bad performances giving up runs may have given them a large negative percentage for that game also any batter that pulled an night would give large negatives greg thinking about the right things but his intuition is off the mark closers are enormously important the total number of runs value is outweighed by when they come or are prevented from comming the doubling which greg allows is not enough in another article i proposed a test of this we can predict a team s won lost record quite accurately by looking at how many runs total they score and allow without regard to when those runs score in the game if late runs are really more important than early runs then looking only at late runs should lead to a better predictor right no but really only because you have a smaller sample size i would think however that the number of runs you score in the first inning would be just as good as a prediction as how many runs you score in the last inning and realize something else a closer usually comes in in a close situation not a blow out it is hard to argue that any runs that a closer gives up in a game have equal importance to those given up in the first inning look a closer giving up runs often means a team will lose many games on the other hand a starter who gives up runs often still leaves his team a chance to win the offence has many more outs to do something about but i am not saying all late inning situations are equally important either if i am down runs in the ninth it really does not matter how many runs my pitcher gives up in the ninth here s another thought experiment apply this method to basketball what you find is that points scored in the first half of the game have almost exactly no value because no lead is safe with an entire half yet to play furthermore the sub in off the bench who sinks the winning free throws with no time on the clock gets a for the game while the star forward who scored points in the first half before spraining his ankle gets a zero does this make sense no but why would you assume that the teams probability of winning would be before the possesion in which the free throws were made look if you are down point with seconds left there is a fairly high probability that you will win the game if you are in possesion of the ball and do not forget that somebody elses missed shots turnovers fouls bad defense etc caused a negative chance that the team would win from reading all of the discussion on this statistic i feel that those who critisize it to a certain extent are doing so out of an agenda at first look this statistic valadates clutchness but it really does not cluthness revolves around the idea that certain players in crucial situation elevate their performance and others performance goes down i ve never seen convincing proof that this really happens so if you assume there is no clutchness then that means that except for a lot of noice this statistic has a positive association to player performance there is a way to get rid of the noice if you do not believe in clutchness certainly we could find out what the average value of a home run is for example we may find for instance that a home run increases your chance of winning by on average while a strikeout decreases your chance of winning by i bet if this were done we would find that this statistic was just as good as other statistics we have for predicting wins and losses how do we evaluate relief pitchers say john and sam have the exact same pitching statistics runs earned runs k s bb s etc both had exceptional numbers john however only pitched in closer situations while sam was a mop up man who was more valuble to their team probably john who was the better pitcher they were probably about the same brian smith
3499,misc.forsale,re computer parts camcorder in article c z cf n cscns com zardox cscns com randie o neal writes mb and drives new planned on building machine but ran out of funds each drive carl what brand of drives are these do you have documentation i ll go shipping if you have documentation do not pay for floppy drives they are about new also you do not need documentation for floppies installation for these things are idiot proof just some advice c ommon pchang ic sunysb edu s ense state university of new york stony brook e ngineer
1541,comp.os.ms-windows.misc,i hate to make a decision hi well i really hate to make a decision but recently i have to choose whether stacker or dos with double space for my poor hd i am using windwos and i hope what i choose will live with windows any help will be appreciated forever michael jordan tony g wu gtonwu uz nthu edu tw cae rheology lab nthu tony che nthu edu tw
5943,rec.sport.hockey,re washington to beat pitt in article kkq acsu buffalo edu v r w ubvmsd cc buffalo edu ralph l d ambrosio writes in article apr mprgate mpr ca tasallot galaxy mpr ca mathew tasalloti writes if the penguins get out of the patrick they will win the cup however their hardest task is to get out of that division i m sure that washington will most definitly throw a rench into the penguin plans i m a canucks fan not that i think much of their chances this year but it seems to me like washington is the only team that can stop the penguins from winning their next stanley cup i was under the impression that the penguins has had the caps number for most of the season mathew tasalloti mpr teltech ltd vancouver bc canada of course no one asked me i always interject my opinions on matters i have no concern over go islanders playoffs here we come go jets for and last year the capitals had the pens number up until about game of the playoffs john horstmann
2878,comp.windows.x,re converting contents of x window to color postscript in article apr jwminhh hanse de wieck jwminhh hanse de jan wieck writes mbheprg problem with inews gateway file raju gurung writes jeff haferman haferman icaen uiowa edu wrote can somebody point me to source code for dumping the contents of an x window into a color postscript file i have written an app which brings up an x window and i want at the click of the mouse to dump the window into a postscript file i use xwd and xwd ps to do it from within a program i use xwd id xxxxx where xxxxx is the window id obtained from xtwindow widget he asked for sources the portable bitmap tools from jef poskanzer jef well sf ca us include filters to do that and much more btw the x tools come as sources the sillyness of most vendors lets you stuck with binaries anyway have a look onto xgrab xgrabsc it does the imho best job for this including compression o o o brain inside o o o o andre beck abpsoft mehl andre beck irs inf tu dresden de o o o
7960,sci.med,re barbecued foods and health risk in article c sqv edb acsu buffalo edu sfegus ubvm cc buffalo edu writes in article cup portal com mmm cup portal com mark robert thorson writes no there is something called the delany amendment which makes carcinogenic food additives illegal in any amount this was passed by congress in the i think what we have to keep in mind is that even though it may be illegal to commercially produce sell food with carcinogenic substances it is not illegal for people to do such to their own food smoking etc is this true whoa what did you say your name was address ssn smoking foods eh i think the gov t would like to know about this brian
7905,sci.med,re eye dominance in article c e g world std com rsilver world std com richard silver writes is there a right eye dominance eyedness as there is an overall right handedness in the population i mean do most people require less lens corrections for the one eye than the other if so what kinds of percentages can be attached to this i have a long sighted eye and a short sighted eye my right eye tends to cut out when i look at distant things my left eye when i am close up i had specs to balance things up a bit but could do without them i thought that one way or another i would always be able to see clearly unfortunately middle age is rearing its ugly head and i can no longer see close up objects clearly maybe it s just that my arms are getting shorter the floggings will continue until morale improves pchurch swell actrix gen nz pat churchill wellington new zealand
5355,rec.sport.baseball,re aguilera causes cardiac arrest in article qi dinnemh phakt usc edu wagner phakt usc edu loren wagner writes in article apr bmw mayo edu bergerson mayo edu writes maybe you would rather have ron davis back the truly amazing thing was how many years this bum was the closer for the twins you d have thought they could find somebody better don daybell wagner usc edu going into the ninth with a run lead runs score runners on first and second rd throws there s a drive waaaaaayyyyyyy back puckett to the wall leaps he caught the ball what a catch by kirby twins win and rd gets the save his line ip walks hits and one robbed home run paul
2673,comp.sys.mac.hardware,cache card for iisi i m looking for a cache card for my iisi i can spend max for it what i need is kb cache with a fpu socket and a dual slot adapter or at least a passe through connector so i can keep my graphic card i need your advice about the best card i can buy how much performance increase i should expect does the performance increase between the and kb cache worths the price difference and what s the best price i can get for such a card i really need to spare each possible i have an ethernet card for the lc with fpu i don t think it would work for the iisi but the fpu is socketed do you think i can take the fpu out of the card and put it in the empty fpu socket would it work at mhz if not how much should i pay for an extra fpu sham u ya tha s seif u lam yaghib i ibaa oueichek oueichek imag imag fr ya jamal al majd i fi l kutub i lab de genie informatique lgi kablak i t tareekh u fi thulmaten imag inpg baadak i staula ala sh shuhub i av felix viallet grenoble
388,alt.atheism,re koresh is god on fri apr mathew mathew mantis co uk said m the latest news seems to be that koresh will give himself up once he s m finished writing a sequel to the bible also it s the th now can the feds get him on tax evasion i don t remember hearing about him running to the post office last night ed mccreary o edm twisto compaq com if it were not for laughter there would be no tao
2970,comp.windows.x,re x r and open look in article apr nrao edu rgooch rp csiro au richard gooch writes in article apr aedc vax af mil bonds aedc vax af mil writes i am reposting this because i am not sure my first post ever made it out i have built and installed x r on my sparcstation my aim is to run the mit x server but retain the openlook window manager i am sure this is not uncommon but i just want to make sure that i change and or delete everything that i need to for instance i can start xdm in rc local but how do i get rid of xnews the openlook window manager source is available on the mit contrib tapes or from export lcs mit edu i would suggest building this too rather than using the version from openwindows it is olwm v i would suggest skipping olwm and getting olvwm instead this version of the olwm window manager implements a virtual desktop that i find really handy even on large monitors this version is also available at export lcs mit edu contrib olvwm tar z the readme file also suggest getting the files in contrib xview in my case i built the x server first xview second then olvwm all of these were installed into usr x once i verified the server worked correctly i happily issued rm rf usr openwin using gcc to build all of the above resulted in a windowing system that is for all intents and purposes identical to openwindows and that is incredibly faster there is a bit of tweaking you will have to do if you want things to work exactly like openwindows but not much paul bash techware design bash tware com boulder co u s a
317,alt.atheism,re new member jcopelan nyx cs du edu the one and only writes welcome i am the official keeper of the list of nicknames that people are known by on alt atheism didn t know we had such a list did you your have been awarded the nickname of buckminster so the next time you post an article sign with your nickname like so dave buckminster fuller thanks again jim humor means never having to say you re sorry copeland of course the list has to agree with the nickname laws laid down by the gipu almost years ago you know the of them that were written on the iron tablets that melted once and had to be reinscribed since i am a prophet of the gipu i decree that you should post the whole list of nicknames for the frequent posters here nanci
4905,rec.motorcycles,re where s the oil on my k going in article c dlvo j skates gsfc nasa gov tim intrepid gsfc nasa gov tim seiss writes after both oil changes the oil level was at the top mark in the window on the lower right side of the motor but i ve been noticing that the oil level seen in the window gradually decreases over the miles i m always checking the window with the bike on level ground and after it has sat idle for awhile so the oil has a chance to drain back into the pan the bike isn t leaking oil any place and i don t see any smoke coming out of the exhaust my owner s manual says the amount of oil corresponding to the high and low marks in the oil level window is approx quart it looks like my bike has been using about quarts miles the owner s manual also gives a figure for max oil consumption of about oz mile or l km my question is whether the degree of oil consumption i m seeing on my bike is normal have any other k owners seen their oil level gradually and consistently go down should i take the bike in for work i m asking local guys also to get as many data points as i can it s normal for the bmw k bikes to use a little oil in the first few thousand miles i don t know why i ve had three new k bikes and all three used a bit of oil when new max maybe quart in first miles this soon quits and by the time i had miles on them the oil consumption was about zero i ve been told that the harder you run the bike within reason the sooner it stops using any oil charlie smith charlie elektro cmhnet org kotdohl kotwitdodl kspi dod doh ama moa ra buckey beemers bk ohio v bmw k lt r gs pd r triumph tr columbus ohio usa
2813,comp.windows.x,widget source code needed i m considering writing my own widgets but i like to have some sample widget source code to look over first where could i find something like this are there any archives accessible by anonymous ftp that contain such information thanks edward
1832,comp.sys.ibm.pc.hardware,re help with bit mode for ati in article wong apr ws webo dg com wong ws webo dg com e wong writes i finally got the vesa driver for my ati graphics ultra plus m however where did you get this driver please please please i ve been waiting months for this when i tried to use this to view under bit mode i get lines on the picture with bit or below the picture is fine can someone tell me what was wrong is it the card or is it the software thanks user s name edward wong internet wong ws webo dg com telephone cannon lobby ti com
5484,rec.sport.baseball,militello update hey all you yankee fans who ve been knocking my prediction of baltimore you flooded my mailbox with cries of militello s good militello s good where is he i noticed he got skipped over after that oh so strong first outing he s not by any chance in columbus now is he please don t tell me you re relying on this guy to be the fourth not the fifth but the fourth starter on this brittle pitching staff as for the o s it s still early see y all at the ballyard go braves chop chop michael mule michael andre mule georgia institute of technology atlanta georgia uucp decvax hplabs ncar purdue rutgers gatech prism gt e internet gt e prism gatech edu
51,alt.atheism,re islamic authority over women in article apr ultb isc rit edu snm ultb isc rit edu s n mozumder writes peace bobby get this the hell out of your sig until you learn what it stands for and really mean it bob beauchaine bobbe vice ico tek com they said that queens could stay they blew the bronx away and sank manhattan out at sea
8474,sci.space,re jemison on star trek in article c sb p ib fs ece cmu edu loss fs ece cmu edu doug loss writes i saw in the newspaper last night that dr mae jemison the first black woman in space she s a physician and chemical engineer who flew on endeavour last year will appear as a transporter operator on the star trek the next generation episode that airs the week of may it s hardly space science i know but it s interesting doug loss interesting is rigth i wonder if they will make a mention of her being an astronaut in the credits i think it might help people connect the future of space with the present and give them an idea that we must go into space michael adams nsmca acad alaska edu i m not high just jacked
2667,comp.sys.mac.hardware,re my iicx won t turn on in article vv kl rpi edu pilon aix ecs rpi edu t j pilon wrote anyone know what would cause my iicx to not turn on when i hit the keyboard switch the one in the back of the machine doesn t work either the only way i can turn it on is to unplug the machine for a few minutes then plug it back in and hit the power switch in the back immediately sometimes this doesn t even work for a long time tj this problem is most likely the same that all cx users are experiencing thanks to one very adventurous usenet reader sorry i can t remember the guy s name somebody please post it he deserves the credit for saving us all it is easily fixed if it is the same problem best i can figure it is due to time heat and repeated warmup cool downs in the power supply i e bad solder joints in the power supply circuit card go get a desolder tool from radio shack a low wattage iron and some good nonacid solder and resolder the lower left quadrant of the circuit card with the ac plugs facing away from you or get someone to do it for you it took me less then minutes and saved me at least for a new supply
5427,rec.sport.baseball,re defensive averages shortstop in article apr leland stanford edu addison leland stanford edu brett rogers writes in article steph pegasus cs uiuc edu steph pegasus cs uiuc edu dale stephenson writes smith ozzie the wizard s is the second highest year ever still very good but i don t like the way his numbers have declined every year in a few years may be a defensive liability that s rich ozzie smith a defensive liability why do you suppose he s immune to the ravages of time he s in a few years he ll be he doesn t get to as many grounders as he used to and will get to fewer still as his legs go as they do on every human so far remember willie mays was a defensive liability at he end of his career too ditto mickey mantle ditto just about everyone else who played into their late s roger brett rogers addison leland stanford edu
7983,sci.med,re good grief was re candida albicans what is it dyer spdcc com steve dyer writes in article noringc snsx kmo netcom com noring netcom com jon noring writes there is no convincing evidence that such a disease exists there s a lot of evidence it just hasn t been adequately gathered and published in a way that will convince the die hard melancholic skeptics who quiver everytime the word anecdote or empirical is used snort ah there go my sinuses again for example dr ivker who wrote the book sinus survival always gives oh wow a classic textbook hey they laughed at einstein too before any other treatment a systemic anti fungal such as nizoral to his new patients if they ve been on braod spectrum anti biotics or more times in the last two years he s kept a record of the results and for over patients found that over of his patients get significant relief of allergic sinus symptoms of course this is only the beginning for his program yeah i ll bet tomorrow the world listen uncontrolled studies like this are worthless in my case as i reported a few weeks ago i was developing the classic symptoms outlined in the yeast connection i agree it is a poorly written book e g extreme sensitivity to plastics vapors etc which i never had before started in november within one week of full dosage of sporanox the sensitivity to chemicals has fully disappeared i can now sit on my couch at home without dying after two minutes i m also greatly improved in other areas as well i m sure you are you sound like the typical hysteric hypochondriac who responds to miracle cures of course i have allergy symptoms etc i am especially allergic to molds yeasts etc it doesn t take a rocket scientist to figure out that if one has excessive colonization of yeast in the body and you have a natural allergy to yeasts that a threshold would be reached where you would have perceptible symptoms yeah it makes sense to me so of course it should be taken seriously snort also yeast do produce toxins of various sorts and again you don t have to be a rocket scientist to realize that such toxins can cause problems in some people yeah it sounds reasonable to me of course the question is whether a person who is immune compromised as tests showed i was from over years of antibiotics nutritionally deficiencies because of the stress of infections and allergies etc oh really what tests immune compromised my ass more like credulous malingerer this is a psychiatric syndrome can develop excessive yeast colonization somewhere in the body it is a tough question to answer since testing for excessive yeast colonization is not easy one almost has to take an empirical approach to diagnosis fortunately sporanox is relatively safe unlike past anti fungals still have to be careful however so there s no reason any longer to withhold sporanox treatment for empirical reasons you know it s a shame that a drug like itraconazole is being misused in this way it s ridiculously expensive and potentially toxic the trouble is that it isn t toxic enough so it gets abused by quacks btw some would say to try nystatin unfortunately most yeast grows hyphae too deep into tissue for nystatin to have any permanent affect you ll find a lot of people who are on nystatin all the time the only good thing about nystatin is that it s relatively cheap and when taken orally non toxic but oral nystatin is without any systemic effect so unless it were given iv it would be without any effect on your sinuses i wish these quacks would first use iv nystatin or amphotericin b on people like you that would solve the yeast problem once and for all in summary i appreciate all of the attempts by those who desire to keep medicine on the right road but methinks that some who hold too firmly to the party line are academics who haven t been in the trenches long enough actually treating patients if anybody doctors included said to me to my face that there is no evidence of the yeast connection i cannot guarantee their safety for their incompetence ripping off their lips is justified as far as i am concerned perhaps a little haldol would go a long way towards ameliorating your symptoms are you paying for this treatment out of your own pocket i d hate to think my insurance premiums are going towards this steve dyer dyer you re rude medicine is not a totallly scientific endevour it s often practiced in a disorganized manner most early treatment of non life threatening illness is done on a guess hazarded after anecdotal evidence given by the patient it s an educated guess by a trained person but it s still no more than a guess it s cheaper and simpler to medicate first and only deal further with those people who don t respond there are diseases that haven t been described yet and the root cause of many diseases now described aren t known read a book on gastroenterology sometime if you want to see a lot of them after scientific methods have run out then it s the patient s freedom of choice to try any experimental method they choose and it s well recognized by many doctors that medicine doesn t have all the answers this person said that they had relief by taking the medicine maybe it s a miracle cure maybe it s valid how do you know you might argue with the reasoning the conclusions but your disparaging attack is unwarranted why don t you present an convincing argument for you r beliefs instead of wasting our time in an ad hominem attack jackie
3506,misc.forsale,macintosh ii cx for sale macintosh ii cx with mb hd mb ram and monochrome monitor ikegami is for sale asking no reasonable best offer will be rejected contact konrad at m mon frii
11002,talk.religion.misc,re a kind and loving god not in article sandvik sandvik kent apple com sandvik newton apple com kent sandvik writes in article apr ra royalroads ca mlee post royalroads ca malcolm lee wrote this brings up another question i still have to ponder why is there so much anti semitism why do people hate jews i don t hate jews i consider them to be like anyone else sinners we all are i don t know i don t care about ethnical rights and wrongs myself but it s evident that christians consider jews no longer to be the sole selected group of god s people while jews consider this to be the case christian anti semitism comes from the obvious fact that the jews should know the hebrew scriptures better than anyone else yet they did not convert to christianity en mass thus rejecting christian love no wonder this caused anti semitism one might even wonder that if christianity didn t do this separation would anti semitism have even started i don t see why not where are the rest of the tribal people what happened to the tribes of the americas culture is seen as different and undesirable in the west particular in the us with its failed melting pot concept most tribes have been hunted to extinction the hebrew tribe is one of the few survivers from the neolithic of course it becomes difficult at times to separate christianity from the western experience so perhaps you are right perhaps it would have been a better world if the cultural experiment in christianity never happened
9088,soc.religion.christian,re accepting jeesus in your heart in apr athos rutgers edu jayne mmalt guild org writes gsu uxa ecn bgu edu eric molas writes firstly i am an atheist i am not posting here as an immature flame start but rather to express an opinion to my intended audience deleted we are just animals we need sleep food and we reproduce and we die i am glad that i am not an atheist it seems tragic that some people choose a meaningless existence how terrible to go on living only because one fears death more than life huh okay so i m not eric molas but even if that is how he feels about life i disagree with it life to me is definitely not meaningless it has precisely the purpose and meaning i choose to give it i go on living because i like living if i needed any further reason i d be free completely free to pick any reason that suited me that freedom can be almost intoxicating it s probably the closest i ve ever been to a religious experience i m very glad i am an atheist i wouldn t be anything else i feel so sorry for eric and yet any attempts to share my joy in life with him would be considered as further evidence of the infectious nature of christianity not unless in explaining your own subjective experience you also try to convert him or proselytize merely explaining the effects you personally experience religion as having on you is not infectious not unless eric is paranoid that is as a christian i am free to be a human person i think love choose and create i will live forever with god whatever floats your goat you sound happy enough that s fairly much all that matters right christ is not a kind of drug drugs are a replacement for christ erh pardon but it strikes me that sentence sounds reversible those who have an empty spot in the god shaped hole in their hearts must do something to ease the pain empty spot god shaped hole i hear such things a lot from theists never quite did understand what they were talking about i have no such emptiness or hole maybe some others do i wouldn t know but i don t and if i did i d seek help about it doesn t sound like a mentally healthy situation at all walking around with a hole in oneself thank you eric for your post it has helped me to appreciate how much god has blessed me i hope that you will someday have a more joy filled and abundant life well not having written that original post i don t know if it was intended to be interpreted in such a way but having reread it carefully i somewhat doubt it at least that s not how he gets across to me your mileage may vary disclaimer it s great to be young and insane
9066,soc.religion.christian,any good electronic christian magazine hi i d like to subscribe to leadership magazine but wonder if there is one on disk instead of on paper having it on disk would save me retyping illustrations etc into a word processor it s just cut and paste if there are other good christian magazines like leadership on disk media i d appreciate any info with gratitude james
1145,comp.os.ms-windows.misc,re permanaent swap file with dos dbldisk in article hydra gatech edu gt c prism gatech edu james dean barwick writes more on permenent swap files i m sure everyone who has an uncompressed part of their compressed hard disk has seen the message you have selected a swap file greater than the suggested size windows will only use the size suggested do you wan t to create this swap file anyway or something like that well a friend of mine robert called microsoft and asked them what and why what they said is that windows checks the amount of free disk space and divides that number by then it checks for the largest contiguous block of free disk space windows then suggests the smaller of the two numbers they also said that under absolutely no circumstances none will windows uses a swap file larger than the suggested size well that s what he said i call bull if this is true why does windows report the memory is available to me if it s not going to use it i think the support droid was malfunctioning and confused the disk space limit with the virtual address space limit as far as the disk is concerned you are limited only by the amount of contiguous free space the limit that causes the message windows will only use is the amount of virtual address space that the virtual memory manager will create and this is a function of the amount of free memory that you have when windows starts in the enh section of system ini you can specify a parameter pageovercommit multiplier the following description is from the windows resource kit this entry specifies the multiplier what determines the amount of linear address space the vmm will create for the system which is computed by rounding up the amount of available physical memory to the nearest mb and then multiplying that value by the value specified for pageovercommit increasing this value increases the amount of available linear address space causing the size of data structures to increase this also increases paging activity proportionately and can slow down the system you can specify a value between and the default is to change this entry you must edit system ini bob nichols at t bell laboratories rnichols ihlpm ih att com
10673,talk.politics.misc,re new study out on gay percentage in apr romulus rutgers edu kaldis romulus rutgers edu theodore a kaldis writes so what so this bolsters the contention that many homosexuals are liars this statement is just so blatantly disgusting and free of any implicit neural activity that i will almost completely ignore it join the pythagorean reform church repent of your evil irrational numbers and bean eating ways accept into your heart call the pythagorean reform church bbs at the above smacks of antihispanic bigotry sigh it s so amusing to watch bigots point fingers at what they imagine to be other bigots i do believe this person meant bean counting and are you trying to suggest that only hispanics eat beans or that they even have a monopoly on eating beans or that this person is seriously promoting what is obviously a tongue in cheek sig you must have a brain somewhere if you can cause your fingers to type use it drywid bi andrew d simchik schnopia as b uhura cc rochester edu treewater words weren t made for cowards happy rhodes
4630,rec.motorcycles,re countersteering faq please post in article news duke edu infante acpub duke edu andrew infante writes in article apr unbvm csd unb ca c a unb ca c a writes in article c zkcl fgc ux cso uiuc edu eric ux cso uiuc edu cbr rr writes would someone please post the countersteering faq i am having this awful time debating with someone on why i push the right handle of my motorcycle foward when i am turning left and i can t explain well at least why this happens please help post the faq i need to convert him ummm if you push on the right handle of your bike while at speed and your bike turns left methinks your bike has a problem when i do it pushing the right side of my handlebars will send me left i m sure others will take up the slack oh yes i m quite sure they will axel
5013,rec.motorcycles,yamaha vs honda opinions i am in hte market for a new bike been without for a few years the two main bikes i m looking at seriously are the yamaha virago and the honda shadow vlx i am leaning towards the yamaha for its shaft drive the honda is chain insurance in fla is more costly than i thought so i am staying in this power range thanks in advance for any opinions and or experiences
